customerID,gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaymentMethod,MonthlyCharges,TotalCharges,Churn,State
2696-ECXKC,Female,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Mailed check,100.9$,5448.6,Stayed,"Texas, USA"
2081-KJSQF,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.25$,20.25,Stayed,"Florida, USA"
7623-TRNQN,Male,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Mailed check,49.9$,49.9,Churned,"California, USA"
3323-CPBWR,Male,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Credit card (automatic),96.9$,2085.45,Stayed,"Texas, USA"
9330-IJWIO,Female,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Electronic check,100.35$,1358.85,Churned,"Texas, USA"
3384-CTMSF,Male,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,104.1$,5135.15,Stayed,"California, USA"
0902-RFHOF,Male,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.1$,730.1,Stayed,"New York, USA"
9286-DOJGF,Female,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Bank transfer (automatic),74.95$,2869.85,Churned,"California, USA"
6048-QBXKL,Female,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Credit card (automatic),56.55$,118.25,Stayed,"Texas, USA"
9661-MHUMO,Male,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Credit card (automatic),49.25$,49.25,Churned,"Texas, USA"
7718-RXDGG,Male,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Bank transfer (automatic),68.6$,1108.6,Stayed,"New York, USA"
1025-FALIX,Female,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Credit card (automatic),69.05$,1815.65,Stayed,"California, USA"
3451-VAWLI,Female,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.7$,730.4,Stayed,"California, USA"
3407-QGWLG,Male,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.05$,75.45,Stayed,"California, USA"
1842-EZJMK,Male,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,103.7$,5071.05,Churned,"California, USA"
2347-WKKAE,Male,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Electronic check,94.4$,4014.6,Stayed,"Florida, USA"
8735-DCXNF,Male,No,Yes,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Credit card (automatic),54.95$,568.85,Stayed,"New York, USA"
3214-IYUUQ,Female,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),93.7$,5860.7,Stayed,"New York, USA"
1936-UAFEH,Female,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),110.25$,7279.35,Stayed,"Florida, USA"
3587-PMCOY,Male,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Electronic check,98.9$,1064.95,Stayed,"Texas, USA"
8079-XRJRS,Male,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Electronic check,89.75$,5769.6,Churned,"Florida, USA"
1027-LKKQQ,Female,No,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),80.45$,5886.85,Stayed,"Texas, USA"
7148-XZPHA,Male,No,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Electronic check,79.4$,4238.45,Stayed,"Texas, USA"
8073-IJDCM,Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.3$,20.3,Churned,"New York, USA"
5309-TAIKL,Female,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),62.8$,418.3,Stayed,"Texas, USA"
6856-RAURS,Female,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mailed check,74.9$,136.05,Stayed,"Florida, USA"
8778-LMWTJ,Female,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Electronic check,74.85$,708.2,Stayed,"New York, USA"
9717-IOAAF,Male,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),25.85$,788.55,Stayed,"California, USA"
8884-ADFVN,Male,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,101.95$,700.85,Churned,"Texas, USA"
2845-KDHVX,Female,No,Yes,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Mailed check,68.3$,4378.8,Stayed,"California, USA"
0848-SOMKO,Male,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),48.4$,3442.8,Stayed,"California, USA"
2720-WGKHP,Male,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,94.0$,181.7,Churned,"New York, USA"
6734-FQAJX,Male,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105.05$,7171.7,Stayed,"Florida, USA"
2869-ADAWR,Female,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Credit card (automatic),89.3$,4016.85,Churned,"Florida, USA"
1535-VTJOQ,Female,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),25.15$,553.0,Stayed,"New York, USA"
6368-TZZDT,Male,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.5$,96.85,Stayed,"New York, USA"
0943-ZQPXH,Male,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),92.95$,4122.9,Stayed,"California, USA"
1293-BSEUN,Female,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.7$,1482.3,Stayed,"New York, USA"
9894-EZEWG,Female,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Credit card (automatic),74.3$,74.3,Churned,"California, USA"
1302-TPUBN,Male,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.35$,1240.8,Stayed,"Texas, USA"
7851-FLGGQ,Male,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Mailed check,44.65$,44.65,Churned,"New York, USA"
0637-UBJRP,Male,No,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Electronic check,84.05$,1095.3,Churned,"New York, USA"
0940-OUQEC,Male,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Bank transfer (automatic),80.7$,788.8,Churned,"Florida, USA"
2378-VTKDH,Male,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,104.35$,6578.55,Stayed,"Texas, USA"
0927-CNGRH,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.55$,19.55,Stayed,"Texas, USA"
8608-OZTLB,Male,No,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Electronic check,74.05$,2802.3,Stayed,"Texas, USA"
2335-GSODA,Male,No,No,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Mailed check,40.1$,857.75,Stayed,"Texas, USA"
1952-DVVSW,Female,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.1$,184.4,Stayed,"California, USA"
0702-PGIBZ,Male,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,101.7$,364.55,Churned,"Texas, USA"
6656-GULJQ,Male,No,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),83.55$,6093.3,Stayed,"New York, USA"
9853-JFZDU,Female,No,Yes,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Electronic check,56.85$,1861.1,Stayed,"California, USA"
1963-VAUKV,Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.4$,20.4,Churned,"New York, USA"
3777-XROBG,Female,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.55$,1079.65,Stayed,"Texas, USA"
6994-FGRHH,Male,No,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,106.15$,7475.1,Stayed,"Florida, USA"
4000-VGMQP,Male,No,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),78.95$,2862.55,Stayed,"New York, USA"
3999-WRNGR,Female,No,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Electronic check,49.75$,3069.45,Stayed,"New York, USA"
3466-RITXD,Male,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Credit card (automatic),92.4$,2349.8,Stayed,"California, USA"
2680-XKKNJ,Female,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),58.2$,469.25,Stayed,"New York, USA"
3058-HJCUY,Male,No,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,102.6$,4213.35,Churned,"California, USA"
2974-GGUXS,Female,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Credit card (automatic),91.95$,3301.05,Stayed,"Texas, USA"
7994-XIRTR,Male,Yes,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),65.25$,3529.95,Stayed,"California, USA"
3259-FDWOY,Male,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),106.0$,7723.7,Churned,"California, USA"
2101-RANCD,Female,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,73.1$,4144.9,Stayed,"Texas, USA"
7921-BEPCI,Female,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Bank transfer (automatic),59.75$,4265.0,Stayed,"Florida, USA"
0807-ZABDG,Female,No,No,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Mailed check,55.1$,154.65,Churned,"Texas, USA"
8510-TMWYB,Female,No,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Bank transfer (automatic),59.8$,3246.45,Stayed,"Florida, USA"
3258-ZKPAI,Male,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),116.6$,8337.45,Stayed,"Florida, USA"
1428-IEDPR,Male,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Electronic check,109.3$,5731.4,Stayed,"Texas, USA"
5298-GSTLM,Female,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),101.4$,6176.6,Stayed,"California, USA"
4450-YOOHP,Female,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Credit card (automatic),50.65$,1905.4,Stayed,"California, USA"
6728-CZFEI,Female,No,No,15,Yes,No,DSL,No,No,No,No,Yes,No,Mailed check,56.15$,931.9,Stayed,"Texas, USA"
5748-RNCJT,Male,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),106.5$,7348.8,Churned,"California, USA"
3653-NCRDJ,Male,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.2$,776.25,Stayed,"California, USA"
6121-TNHBO,Female,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),83.0$,5243.05,Stayed,"Texas, USA"
5119-NZPTV,Male,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,70.1$,141.65,Stayed,"New York, USA"
6519-ZHPXP,Female,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),108.3$,7679.65,Stayed,"Texas, USA"
7739-LAXOG,Female,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Bank transfer (automatic),91.05$,2954.5,Churned,"California, USA"
3472-QPRCH,Male,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),25.25$,1006.9,Stayed,"Texas, USA"
8224-UAXBZ,Female,No,Yes,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Electronic check,45.35$,2540.1,Stayed,"California, USA"
9610-WCESF,Male,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Electronic check,43.9$,3097.2,Stayed,"California, USA"
9776-CLUJA,Female,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Electronic check,77.5$,3807.35,Churned,"Texas, USA"
2486-WYVVE,Male,No,Yes,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Mailed check,79.3$,2484.0,Stayed,"California, USA"
3865-ZYKAD,Male,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Credit card (automatic),84.9$,5785.65,Stayed,"New York, USA"
1422-DGUBX,Male,No,Yes,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Electronic check,79.25$,2619.15,Stayed,"Florida, USA"
2999-AANRQ,Female,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),71.05$,1524.85,Stayed,"Florida, USA"
8668-KNZTI,Male,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,No,Electronic check,53.75$,2790.65,Stayed,"Texas, USA"
0480-KYJVA,Female,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),24.25$,1784.5,Stayed,"Texas, USA"
6034-ZRYCV,Female,No,Yes,72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Electronic check,54.2$,3937.45,Churned,"New York, USA"
9746-YKGXB,Male,No,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),44.25$,2276.1,Stayed,"California, USA"
3926-YZVVX,Female,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,Bank transfer (automatic),50.05$,2029.05,Stayed,"New York, USA"
6000-UKLWI,Male,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.15$,802.35,Stayed,"Florida, USA"
2079-FBMZK,Female,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Mailed check,69.25$,418.4,Churned,"New York, USA"
6332-FBZRI,Male,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),69.35$,4653.25,Stayed,"Florida, USA"
2096-XOTMO,Female,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.35$,275.9,Stayed,"Florida, USA"
3266-FTKHB,Male,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.15$,343.45,Stayed,"California, USA"
8221-EQDGL,Male,No,Yes,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mailed check,61.0$,2130.45,Stayed,"New York, USA"
2346-LOCWC,Female,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.5$,1191.4,Stayed,"Florida, USA"
6608-QQLVK,Male,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Electronic check,50.5$,50.5,Churned,"California, USA"
0298-XACET,Male,No,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Mailed check,50.2$,2554.0,Stayed,"Florida, USA"
7560-QJAVJ,Female,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),79.6$,5589.45,Stayed,"Texas, USA"
2995-YWTCD,Female,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),24.9$,467.7,Stayed,"New York, USA"
3551-HUAZH,Male,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,74.4$,74.4,Churned,"New York, USA"
9137-UIYPG,Female,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Electronic check,106.9$,3756.45,Stayed,"Texas, USA"
2809-ZMYOQ,Female,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,101.35$,3334.9,Stayed,"New York, USA"
5084-OOVCJ,Female,No,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Credit card (automatic),55.35$,920.5,Stayed,"New York, USA"
0254-WWRKD,Female,No,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,Credit card (automatic),50.55$,3431.75,Stayed,"New York, USA"
7727-SHVZV,Female,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.5$,150.35,Stayed,"New York, USA"
6302-JGYRJ,Male,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Mailed check,79.45$,2587.7,Churned,"Florida, USA"
5339-PXDVH,Male,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Electronic check,90.65$,367.95,Stayed,"Texas, USA"
2205-LPVGL,Male,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),89.85$,5125.75,Stayed,"California, USA"
8782-NUUOL,Male,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Mailed check,79.0$,4801.1,Stayed,"Florida, USA"
3685-YLCMQ,Male,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,104.65$,6219.6,Churned,"New York, USA"
7601-WFVZV,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.55$,19.55,Stayed,"Florida, USA"
4609-KNNWG,Female,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.9$,550.1,Stayed,"California, USA"
4868-AADLV,Male,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,116.25$,7862.25,Stayed,"Florida, USA"
9529-OFXHY,Male,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Bank transfer (automatic),87.75$,1242.2,Stayed,"Texas, USA"
8634-MPHTR,Male,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,100.05$,4871.05,Churned,"Texas, USA"
2669-QVCRG,Female,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Credit card (automatic),81.3$,3190.65,Stayed,"Florida, USA"
2478-EEWWM,Male,No,Yes,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Electronic check,44.3$,2666.75,Stayed,"Texas, USA"
9174-IHETN,Female,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Credit card (automatic),70.35$,3533.6,Stayed,"Florida, USA"
2233-TXSIU,Male,No,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Credit card (automatic),44.45$,792.15,Stayed,"California, USA"
9644-UMGQA,Male,No,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Electronic check,49.15$,295.65,Stayed,"Texas, USA"
3256-EZDBI,Male,Yes,Yes,51,No,No phone service,DSL,No,Yes,No,No,No,No,Credit card (automatic),29.45$,1459.35,Stayed,"California, USA"
8761-NSOBC,Male,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,100.55$,4398.15,Churned,"New York, USA"
0419-YAAPX,Male,No,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Credit card (automatic),85.3$,4297.95,Stayed,"New York, USA"
8413-VONUO,Male,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,95.65$,167.3,Churned,"Texas, USA"
0872-CASZJ,Male,No,Yes,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Mailed check,69.1$,4096.9,Stayed,"Texas, USA"
4726-DLWQN,Male,Yes,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Bank transfer (automatic),70.35$,3454.6,Stayed,"Florida, USA"
8164-OCKUJ,Female,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.6$,1286.0,Stayed,"California, USA"
3094-JOJAI,Male,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mailed check,74.15$,1387.0,Stayed,"New York, USA"
9494-MRNYX,Male,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,75.05$,786.3,Stayed,"California, USA"
2599-CZABP,Male,No,Yes,14,Yes,No,DSL,No,No,No,No,No,No,Electronic check,44.6$,641.25,Stayed,"New York, USA"
7945-PRBVF,Male,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),21.45$,705.45,Stayed,"Florida, USA"
4544-RXFMG,Male,No,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Mailed check,43.45$,345.5,Stayed,"Texas, USA"
0859-YGKFW,Male,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),20.05$,345.9,Stayed,"California, USA"
1150-FTQGN,Female,No,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Bank transfer (automatic),94.15$,5811.8,Stayed,"California, USA"
9223-UCPVT,Female,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,94.4$,94.4,Churned,"Texas, USA"
7196-LIWRH,Female,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.55$,124.45,Stayed,"New York, USA"
5448-VWNAM,Female,No,No,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Mailed check,75.9$,1375.6,Stayed,"Texas, USA"
1177-XZBJL,Male,No,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),64.15$,3491.55,Stayed,"Texas, USA"
3518-FSTWG,Male,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),109.55$,7920.7,Stayed,"Texas, USA"
9330-VOFSZ,Female,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),110.8$,6640.7,Stayed,"Texas, USA"
4351-QLCSU,Female,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Credit card (automatic),55.0$,55.0,Churned,"New York, USA"
0939-EREMR,Female,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Mailed check,53.45$,718.1,Stayed,"Florida, USA"
9389-ACWBI,Female,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Credit card (automatic),69.95$,320.4,Stayed,"California, USA"
5419-JPRRN,Male,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,101.45$,101.45,Churned,"New York, USA"
3644-QXEHN,Male,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,97.0$,1334.45,Stayed,"Florida, USA"
2911-IJORQ,Male,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),90.6$,3358.65,Stayed,"New York, USA"
5921-NGYRH,Male,No,Yes,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mailed check,73.55$,4764.0,Stayed,"Florida, USA"
2100-BDNSN,Female,No,Yes,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),67.95$,350.3,Churned,"Florida, USA"
5998-DZLYR,Female,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),94.35$,5703.0,Stayed,"California, USA"
0488-GSLFR,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,69.5$,69.5,Churned,"New York, USA"
9318-NKNFC,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,18.85$,18.85,Churned,"New York, USA"
3985-HOYPM,Male,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.4$,525.55,Stayed,"Florida, USA"
9728-FTTVZ,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,69.2$,69.2,Churned,"New York, USA"
9548-LERKT,Male,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.75$,483.15,Stayed,"Florida, USA"
6576-FBXOJ,Male,No,Yes,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Electronic check,54.6$,934.8,Stayed,"Florida, USA"
4310-KEDTB,Female,No,No,26,No,No phone service,DSL,No,No,Yes,No,No,No,Mailed check,29.8$,786.5,Stayed,"Texas, USA"
7254-IQWOZ,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,69.65$,69.65,Churned,"New York, USA"
2474-BRUCM,Male,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Electronic check,101.85$,4086.3,Churned,"New York, USA"
4062-HBMOS,Male,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,103.05$,5364.8,Stayed,"Florida, USA"
0742-NXBGR,Female,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Electronic check,82.3$,82.3,Churned,"Florida, USA"
2676-ISHSF,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.3$,20.3,Stayed,"California, USA"
9236-NDUCW,Female,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Mailed check,35.1$,770.4,Stayed,"California, USA"
4753-PADAS,Female,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),105.7$,6816.95,Stayed,"Florida, USA"
6103-QCKFX,Female,No,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Bank transfer (automatic),56.25$,2419.55,Stayed,"California, USA"
7781-EWARA,Male,No,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic check,60.35$,4138.7,Stayed,"New York, USA"
6110-OHIHY,Male,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Electronic check,79.25$,267.6,Churned,"Florida, USA"
7018-FPXHH,Male,No,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),59.8$,3457.45,Stayed,"New York, USA"
5889-LFOLL,Female,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,84.6$,1115.2,Churned,"California, USA"
